Date, Hour, GEOTHERMAL, BIOMASS, BIOGAS, SMALL HYDRO, WIND TOTAL, SOLAR PV, SOLAR THERMAL,
2016-10-11, 20, 879, 255, 187, 303, 2803, 0, 0, 
2016-10-11, 21, 880, 252, 185, 304, 2629, 0, 0, 
2016-10-11, 22, 889, 249, 181, 300, 2756, 0, 0, 
2016-10-11, 23, 895, 242, 180, 219, 2472, 0, 0, 
2016-10-11, 24, 888, 238, 180, 182, 2179, 0, 0, 
2016-10-12, 1, 888, 239, 180, 174, 1832, 0, 0, 
2016-10-12, 2, 889, 237, 181, 138, 2332, 0, 0, 
2016-10-12, 3, 889, 234, 181, 137, 1998, 0, 0, 
2016-10-12, 4, 890, 217, 182, 136, 1749, 0, 0, 
2016-10-12, 5, 890, 215, 182, 169, 1728, 0, 0, 
2016-10-12, 6, 894, 216, 181, 190, 1805, 0, 0, 
2016-10-12, 7, 893, 217, 178, 207, 1533, 0, 0, 
2016-10-12, 8, 889, 224, 175, 247, 1058, 1070, 24, 
2016-10-12, 9, 889, 226, 176, 251, 956, 4265, 268, 
2016-10-12, 10, 874, 227, 176, 169, 870, 6390, 512, 
2016-10-12, 11, 876, 230, 177, 133, 647, 6815, 375, 
2016-10-12, 12, 872, 227, 177, 185, 603, 6980, 436, 
2016-10-12, 13, 882, 230, 178, 184, 624, 7075, 357, 
2016-10-12, 14, 881, 228, 179, 193, 998, 7068, 233, 
2016-10-12, 15, 876, 230, 183, 201, 2219, 6996, 229, 
2016-10-12, 16, 874, 232, 183, 265, 2872, 6558, 406, 
2016-10-12, 17, 873, 230, 183, 267, 3193, 5131, 484, 
2016-10-12, 18, 874, 229, 183, 285, 3149, 1758, 110, 
2016-10-12, 19, 876, 229, 184, 301, 3257, 0, 0, 
2016-10-12, 20, 877, 229, 186, 345, 3148, 0, 0, 
2016-10-12, 21, 878, 226, 183, 307, 3330, 0, 0, 
2016-10-12, 22, 881, 223, 181, 301, 3063, 0, 0, 
2016-10-12, 23, 884, 216, 180, 269, 3090, 0, 0, 
2016-10-12, 24, 888, 213, 182, 208, 3244, 0, 0, 
2016-10-13, 1, 888, 214, 182, 158, 2789, 0, 0, 
2016-10-13, 2, 890, 213, 181, 157, 2654, 0, 0, 
2016-10-13, 3, 891, 211, 183, 158, 3035, 0, 0, 
2016-10-13, 4, 891, 209, 181, 157, 3115, 0, 0, 
2016-10-13, 5, 893, 216, 185, 197, 2592, 0, 0, 
2016-10-13, 6, 892, 215, 179, 211, 1903, 0, 0, 
2016-10-13, 7, 892, 217, 181, 230, 1459, 0, 0, 
2016-10-13, 8, 878, 220, 184, 232, 1015, 1045, 22, 
2016-10-13, 9, 862, 224, 180, 247, 596, 4138, 269, 
2016-10-13, 10, 871, 225, 179, 200, 394, 5956, 519, 
2016-10-13, 11, 870, 224, 183, 199, 398, 6389, 568, 
2016-10-13, 12, 886, 227, 184, 225, 400, 6335, 505, 
2016-10-13, 13, 883, 232, 185, 236, 308, 6608, 403, 
2016-10-13, 14, 881, 229, 188, 240, 403, 6489, 259, 
2016-10-13, 15, 880, 232, 189, 242, 786, 5772, 308, 
2016-10-13, 16, 880, 233, 188, 245, 1075, 5274, 288, 
2016-10-13, 17, 880, 232, 187, 256, 1088, 4383, 300, 
2016-10-13, 18, 881, 229, 187, 327, 1118, 1496, 74, 
2016-10-13, 19, 882, 231, 186, 354, 1400, 0, 0, 
2016-10-13, 20, 883, 231, 186, 357, 1632, 0, 0, 
2016-10-13, 21, 883, 228, 186, 320, 1558, 0, 0, 
2016-10-13, 22, 883, 224, 182, 313, 1540, 0, 0, 
2016-10-13, 23, 882, 220, 182, 280, 1351, 0, 0, 
2016-10-13, 24, 882, 210, 181, 235, 1124, 0, 0, 
2016-10-14, 1, 883, 207, 182, 223, 975, 0, 0, 
2016-10-14, 2, 883, 205, 186, 213, 1114, 0, 0, 
2016-10-14, 3, 882, 205, 186, 224, 807, 0, 0, 
2016-10-14, 4, 881, 205, 186, 213, 1342, 0, 0, 
2016-10-14, 5, 881, 211, 186, 211, 1706, 0, 0, 
2016-10-14, 6, 881, 226, 186, 215, 1793, 0, 0, 
2016-10-14, 7, 882, 234, 185, 238, 1644, 0, 0, 
2016-10-14, 8, 883, 244, 187, 265, 1662, 937, 0, 
2016-10-14, 9, 864, 241, 186, 264, 1632, 4188, 6, 
2016-10-14, 10, 854, 231, 187, 219, 1567, 6318, 161, 
2016-10-14, 11, 854, 232, 183, 227, 1602, 6919, 391, 
2016-10-14, 12, 853, 231, 182, 222, 1868, 7187, 518, 
2016-10-14, 13, 858, 246, 182, 243, 2036, 7067, 348, 
2016-10-14, 14, 888, 256, 183, 250, 1943, 6791, 323, 
2016-10-14, 15, 887, 256, 183, 258, 2218, 6869, 471, 
2016-10-14, 16, 887, 255, 183, 267, 2261, 6349, 534, 
2016-10-14, 17, 888, 255, 182, 276, 2118, 4661, 480, 
2016-10-14, 18, 888, 255, 182, 285, 1976, 1389, 152, 
2016-10-14, 19, 889, 243, 183, 340, 2164, 0, 0, 
2016-10-14, 20, 890, 239, 186, 333, 2238, 0, 0, 
2016-10-14, 21, 891, 235, 186, 330, 2062, 0, 0, 
2016-10-14, 22, 891, 234, 185, 280, 1922, 0, 0, 
2016-10-14, 23, 892, 227, 185, 231, 1983, 0, 0, 
2016-10-14, 24, 892, 219, 185, 205, 2188, 0, 0, 
2016-10-15, 1, 894, 222, 182, 188, 1731, 0, 0, 
2016-10-15, 2, 893, 220, 185, 192, 1829, 0, 0, 
2016-10-15, 3, 893, 219, 186, 195, 2074, 0, 0, 
2016-10-15, 4, 892, 219, 187, 192, 2480, 0, 0, 
2016-10-15, 5, 893, 224, 187, 192, 2219, 0, 0, 
2016-10-15, 6, 895, 225, 187, 189, 1735, 0, 0, 
2016-10-15, 7, 894, 224, 189, 205, 1809, 0, 0, 
2016-10-15, 8, 885, 225, 190, 189, 1776, 1008, 18, 
2016-10-15, 9, 877, 225, 190, 188, 1558, 4145, 231, 
2016-10-15, 10, 875, 225, 191, 175, 1565, 6189, 382, 
2016-10-15, 11, 874, 225, 190, 183, 1901, 6777, 501, 
2016-10-15, 12, 873, 224, 189, 188, 2440, 6709, 531, 
2016-10-15, 13, 872, 222, 190, 192, 2522, 6810, 515, 
2016-10-15, 14, 870, 219, 190, 186, 2993, 7015, 506, 
2016-10-15, 15, 870, 217, 186, 179, 3237, 6760, 510, 
2016-10-15, 16, 872, 217, 182, 242, 3515, 6158, 500, 
2016-10-15, 17, 872, 223, 183, 266, 3481, 4705, 398, 
2016-10-15, 18, 875, 223, 186, 286, 3356, 1399, 112, 
2016-10-15, 19, 875, 224, 186, 332, 2754, 0, 0, 
2016-10-15, 20, 876, 224, 186, 338, 2768, 0, 0, 
2016-10-15, 21, 877, 223, 186, 302, 2228, 0, 0, 
2016-10-15, 22, 877, 223, 186, 278, 1813, 0, 0, 
2016-10-15, 23, 878, 221, 185, 256, 1750, 0, 0, 
2016-10-15, 24, 878, 222, 185, 202, 1751, 0, 0, 
2016-10-16, 1, 879, 225, 186, 183, 1537, 0, 0, 
2016-10-16, 2, 879, 224, 186, 182, 1676, 0, 0, 
2016-10-16, 3, 879, 222, 186, 166, 1617, 0, 0, 
2016-10-16, 4, 879, 222, 187, 161, 1681, 0, 0, 
2016-10-16, 5, 879, 224, 187, 161, 1719, 0, 0, 
2016-10-16, 6, 881, 226, 188, 160, 1764, 0, 0, 
2016-10-16, 7, 870, 225, 188, 175, 1935, 6, 0, 
2016-10-16, 8, 871, 226, 187, 178, 1957, 853, 0, 
2016-10-16, 9, 871, 226, 187, 173, 1716, 3459, 9, 
2016-10-16, 10, 870, 225, 187, 176, 1426, 5468, 65, 
2016-10-16, 11, 869, 225, 187, 176, 1484, 6274, 189, 
2016-10-16, 12, 869, 221, 186, 185, 1675, 6304, 250, 
2016-10-16, 13, 869, 224, 186, 185, 1966, 6402, 253, 
2016-10-16, 14, 871, 223, 186, 173, 2627, 6615, 245, 
2016-10-16, 15, 895, 226, 186, 179, 2867, 6309, 198, 
2016-10-16, 16, 899, 225, 184, 226, 3029, 5488, 232, 
2016-10-16, 17, 902, 226, 184, 267, 3559, 3895, 276, 
2016-10-16, 18, 905, 225, 184, 285, 3341, 1109, 75, 
2016-10-16, 19, 909, 224, 184, 337, 3233, 0, 0, 
2016-10-16, 20, 917, 224, 175, 337, 3051, 0, 0, 
2016-10-16, 21, 918, 224, 172, 298, 2712, 0, 0, 
2016-10-16, 22, 918, 224, 172, 261, 2585, 0, 0, 
2016-10-16, 23, 920, 225, 165, 218, 2530, 0, 0, 
2016-10-16, 24, 920, 224, 164, 186, 2419, 0, 0, 
2016-10-17, 1, 920, 226, 172, 187, 1780, 0, 0, 
2016-10-17, 2, 920, 221, 178, 181, 2189, 0, 0, 
2016-10-17, 3, 921, 223, 181, 178, 2179, 0, 0, 
2016-10-17, 4, 921, 222, 184, 175, 2208, 0, 0, 
2016-10-17, 5, 920, 224, 185, 169, 2374, 0, 0, 
2016-10-17, 6, 920, 223, 184, 166, 2467, 0, 0, 
2016-10-17, 7, 905, 229, 184, 200, 2686, 0, 0, 
2016-10-17, 8, 896, 231, 182, 257, 2800, 850, 0, 
2016-10-17, 9, 898, 235, 184, 194, 2819, 3914, 115, 
2016-10-17, 10, 898, 236, 184, 188, 2498, 6152, 282, 
2016-10-17, 11, 921, 235, 185, 189, 2532, 6817, 317, 
2016-10-17, 12, 921, 232, 185, 188, 2606, 6686, 276, 
2016-10-17, 13, 920, 237, 186, 186, 2566, 6726, 303, 
2016-10-17, 14, 919, 240, 186, 186, 2764, 6903, 306, 
2016-10-17, 15, 919, 238, 187, 184, 2695, 6760, 298, 
2016-10-17, 16, 918, 240, 187, 191, 2448, 6069, 235, 
2016-10-17, 17, 918, 241, 187, 219, 2623, 4657, 163, 
2016-10-17, 18, 919, 240, 188, 326, 2899, 1352, 31, 
2016-10-17, 19, 921, 240, 187, 330, 3476, 0, 0, 
2016-10-17, 20, 922, 239, 186, 333, 3623, 0, 0, 
2016-10-17, 21, 923, 235, 186, 336, 3641, 0, 0, 
2016-10-17, 22, 925, 232, 186, 282, 3558, 0, 0, 
2016-10-17, 23, 925, 226, 185, 193, 3552, 0, 0, 
2016-10-17, 24, 924, 221, 186, 172, 3469, 0, 0, 
2016-10-18, 1, 925, 222, 190, 175, 3060, 0, 0, 
2016-10-18, 2, 924, 220, 190, 135, 3263, 0, 0, 
2016-10-18, 3, 924, 220, 190, 135, 2981, 0, 0, 
2016-10-18, 4, 925, 220, 190, 134, 2397, 0, 0, 
2016-10-18, 5, 925, 223, 190, 172, 2466, 0, 0, 
2016-10-18, 6, 914, 220, 190, 194, 2299, 0, 0, 
2016-10-18, 7, 820, 219, 190, 239, 2487, 0, 0, 
2016-10-18, 8, 788, 223, 188, 237, 2491, 913, 0, 
2016-10-18, 9, 787, 222, 186, 184, 2534, 3829, 61, 
2016-10-18, 10, 787, 228, 185, 184, 2274, 5482, 249, 
2016-10-18, 11, 784, 236, 176, 168, 2104, 6744, 363, 
2016-10-18, 12, 769, 225, 175, 159, 2064, 7272, 415, 
2016-10-18, 13, 768, 237, 175, 191, 2068, 7376, 397, 
2016-10-18, 14, 771, 240, 175, 187, 2261, 7302, 396, 
2016-10-18, 15, 773, 240, 175, 197, 2454, 7185, 402, 
2016-10-18, 16, 771, 239, 175, 209, 2353, 6677, 399, 
2016-10-18, 17, 769, 243, 175, 208, 2545, 4802, 315, 
2016-10-18, 18, 812, 255, 175, 281, 2689, 1450, 91, 
2016-10-18, 19, 822, 255, 168, 345, 2715, 0, 0, 
2016-10-18, 20, 844, 255, 169, 347, 2779, 0, 0, 
2016-10-18, 21, 869, 251, 173, 308, 2809, 0, 0, 
2016-10-18, 22, 871, 249, 175, 288, 2384, 0, 0, 
2016-10-18, 23, 873, 243, 174, 203, 2161, 0, 0, 
2016-10-18, 24, 873, 233, 174, 192, 2062, 0, 0, 
2016-10-19, 1, 883, 235, 175, 174, 1979, 0, 0, 
2016-10-19, 2, 889, 233, 174, 173, 1727, 0, 0, 
2016-10-19, 3, 913, 235, 175, 174, 1312, 0, 0, 
2016-10-19, 4, 915, 235, 174, 176, 977, 0, 0, 
2016-10-19, 5, 903, 236, 173, 176, 876, 0, 0, 
2016-10-19, 6, 862, 239, 174, 177, 648, 0, 0, 
2016-10-19, 7, 828, 242, 177, 245, 336, 0, 0, 
2016-10-19, 8, 793, 249, 180, 272, 405, 900, 8, 
2016-10-19, 9, 790, 251, 183, 192, 530, 4286, 169, 
2016-10-19, 10, 787, 252, 184, 182, 680, 6474, 380, 
2016-10-19, 11, 782, 250, 185, 191, 1005, 7164, 424, 
2016-10-19, 12, 781, 251, 185, 181, 1263, 7414, 406, 
2016-10-19, 13, 780, 256, 186, 209, 1092, 7346, 392, 
2016-10-19, 14, 779, 257, 185, 210, 946, 7458, 389, 
2016-10-19, 15, 779, 256, 186, 207, 986, 7396, 398, 
2016-10-19, 16, 779, 257, 185, 219, 859, 6858, 402, 
2016-10-19, 17, 798, 256, 185, 204, 670, 5070, 348, 
2016-10-19, 18, 810, 256, 185, 329, 528, 1491, 88, 
2016-10-19, 19, 829, 253, 185, 346, 398, 0, 0, 
2016-10-19, 20, 854, 254, 186, 346, 406, 0, 0, 
2016-10-19, 21, 853, 249, 187, 319, 407, 0, 0, 
2016-10-19, 22, 864, 248, 186, 230, 346, 0, 0, 
2016-10-19, 23, 875, 238, 186, 202, 284, 0, 0, 
2016-10-19, 24, 875, 235, 186, 180, 326, 0, 0, 
2016-10-20, 1, 889, 236, 184, 170, 283, 0, 0, 
2016-10-20, 2, 907, 235, 187, 182, 380, 0, 0, 
2016-10-20, 3, 911, 234, 186, 151, 335, 0, 0, 
2016-10-20, 4, 911, 234, 185, 151, 307, 0, 0, 
2016-10-20, 5, 912, 238, 185, 174, 282, 0, 0, 
2016-10-20, 6, 869, 238, 185, 179, 278, 0, 0, 
2016-10-20, 7, 826, 240, 185, 183, 283, 0, 0, 
2016-10-20, 8, 813, 247, 181, 211, 275, 880, 8, 
2016-10-20, 9, 792, 249, 181, 191, 254, 4214, 175, 
2016-10-20, 10, 740, 251, 181, 188, 252, 6463, 403, 
2016-10-20, 11, 738, 249, 181, 188, 317, 7212, 548, 
2016-10-20, 12, 745, 252, 182, 201, 374, 7397, 554, 
2016-10-20, 13, 743, 251, 184, 193, 393, 7136, 532, 
2016-10-20, 14, 749, 254, 184, 196, 332, 7166, 526, 
2016-10-20, 15, 748, 256, 184, 197, 228, 7103, 538, 
2016-10-20, 16, 748, 255, 184, 201, 186, 6799, 544, 
2016-10-20, 17, 753, 254, 183, 271, 138, 4953, 471, 
2016-10-20, 18, 786, 256, 182, 335, 95, 1427, 111, 
2016-10-20, 19, 800, 254, 182, 338, 86, 0, 0, 
2016-10-20, 20, 809, 253, 182, 335, 95, 0, 0, 
2016-10-20, 21, 819, 249, 182, 288, 87, 0, 0, 
2016-10-20, 22, 820, 247, 183, 230, 99, 0, 0, 
2016-10-20, 23, 832, 239, 182, 217, 108, 0, 0, 
2016-10-20, 24, 894, 236, 183, 221, 80, 0, 0, 
2016-10-21, 1, 907, 236, 183, 185, 29, 0, 0, 
2016-10-21, 2, 908, 236, 180, 161, 90, 0, 0, 
2016-10-21, 3, 907, 232, 182, 150, 78, 0, 0, 
2016-10-21, 4, 909, 218, 184, 149, 79, 0, 0, 
2016-10-21, 5, 908, 216, 184, 154, 93, 0, 0, 
2016-10-21, 6, 903, 220, 183, 188, 71, 0, 0, 
2016-10-21, 7, 874, 221, 182, 212, 51, 0, 0, 
2016-10-21, 8, 852, 222, 182, 205, 50, 814, 21, 
2016-10-21, 9, 850, 226, 185, 199, 51, 3916, 253, 
2016-10-21, 10, 846, 226, 184, 192, 51, 6366, 488, 
2016-10-21, 11, 844, 238, 185, 203, 52, 7159, 548, 
2016-10-21, 12, 844, 250, 185, 202, 61, 7306, 535, 
2016-10-21, 13, 843, 254, 177, 192, 79, 7208, 519, 
2016-10-21, 14, 842, 256, 174, 190, 102, 7248, 521, 
2016-10-21, 15, 841, 256, 173, 195, 107, 7125, 534, 
2016-10-21, 16, 846, 256, 172, 203, 104, 6583, 537, 
2016-10-21, 17, 861, 255, 172, 221, 97, 4716, 454, 
2016-10-21, 18, 862, 255, 170, 318, 129, 1303, 101, 
2016-10-21, 19, 864, 253, 168, 338, 292, 0, 0, 
2016-10-21, 20, 867, 254, 168, 347, 350, 0, 0, 
2016-10-21, 21, 868, 250, 167, 302, 433, 0, 0, 
2016-10-21, 22, 869, 247, 165, 247, 375, 0, 0, 
2016-10-21, 23, 870, 243, 167, 200, 433, 0, 0, 
2016-10-21, 24, 871, 235, 165, 195, 537, 0, 0, 
2016-10-22, 1, 894, 230, 164, 190, 578, 0, 0, 
2016-10-22, 2, 875, 230, 166, 184, 646, 0, 0, 
2016-10-22, 3, 883, 229, 167, 148, 745, 0, 0, 
2016-10-22, 4, 900, 227, 167, 139, 703, 0, 0, 
2016-10-22, 5, 904, 232, 168, 146, 444, 0, 0, 
2016-10-22, 6, 900, 231, 168, 180, 377, 0, 0, 
2016-10-22, 7, 890, 232, 168, 180, 346, 0, 0, 
2016-10-22, 8, 889, 233, 168, 175, 310, 786, 21, 
2016-10-22, 9, 868, 233, 168, 154, 181, 3841, 210, 
2016-10-22, 10, 847, 231, 169, 132, 154, 5058, 512, 
2016-10-22, 11, 851, 232, 169, 137, 186, 5804, 563, 
2016-10-22, 12, 853, 230, 159, 146, 270, 6209, 544, 
2016-10-22, 13, 851, 231, 158, 179, 402, 6717, 516, 
2016-10-22, 14, 850, 232, 162, 176, 489, 6866, 487, 
2016-10-22, 15, 861, 231, 170, 188, 574, 6783, 495, 
2016-10-22, 16, 890, 232, 176, 190, 774, 5866, 430, 
2016-10-22, 17, 890, 232, 176, 210, 624, 4157, 331, 
2016-10-22, 18, 890, 231, 175, 289, 473, 983, 37, 
2016-10-22, 19, 880, 232, 175, 302, 422, 0, 0, 
2016-10-22, 20, 874, 234, 175, 305, 419, 0, 0, 
2016-10-22, 21, 875, 232, 175, 293, 577, 0, 0, 
2016-10-22, 22, 876, 231, 175, 233, 648, 0, 0, 
2016-10-22, 23, 886, 231, 174, 188, 658, 0, 0, 
2016-10-22, 24, 931, 233, 174, 177, 691, 0, 0, 
2016-10-23, 1, 933, 233, 172, 182, 732, 0, 0, 
2016-10-23, 2, 933, 230, 175, 166, 881, 0, 0, 
2016-10-23, 3, 934, 229, 175, 125, 885, 0, 0, 
2016-10-23, 4, 935, 228, 175, 132, 892, 0, 0, 
2016-10-23, 5, 934, 232, 175, 137, 732, 0, 0, 
2016-10-23, 6, 935, 232, 175, 181, 597, 0, 0, 
2016-10-23, 7, 935, 233, 175, 179, 521, 0, 0, 
2016-10-23, 8, 935, 233, 175, 165, 464, 458, 0, 
2016-10-23, 9, 935, 233, 174, 159, 466, 2151, 0, 
2016-10-23, 10, 932, 233, 175, 116, 369, 3755, 0, 
2016-10-23, 11, 929, 232, 175, 114, 470, 4719, 0, 
2016-10-23, 12, 927, 231, 175, 114, 716, 4865, 0, 
2016-10-23, 13, 926, 233, 175, 155, 770, 4465, 0, 
2016-10-23, 14, 927, 233, 176, 154, 701, 4697, 0, 
2016-10-23, 15, 927, 233, 174, 160, 729, 3749, 0, 
2016-10-23, 16, 926, 234, 174, 168, 723, 2571, 0, 
2016-10-23, 17, 927, 232, 174, 167, 513, 1978, 0, 
2016-10-23, 18, 927, 228, 175, 262, 799, 462, 0, 
2016-10-23, 19, 928, 225, 175, 274, 786, 0, 0, 
2016-10-23, 20, 928, 219, 175, 265, 970, 0, 0, 
2016-10-23, 21, 929, 219, 175, 268, 883, 0, 0, 
2016-10-23, 22, 929, 220, 174, 228, 859, 0, 0, 
2016-10-23, 23, 928, 221, 173, 182, 590, 0, 0, 
2016-10-23, 24, 928, 217, 172, 158, 505, 0, 0, 
2016-10-24, 1, 928, 219, 170, 138, 384, 0, 0, 
2016-10-24, 2, 928, 217, 173, 104, 559, 0, 0, 
2016-10-24, 3, 928, 214, 173, 109, 543, 0, 0, 
2016-10-24, 4, 928, 217, 173, 111, 443, 0, 0, 
2016-10-24, 5, 927, 220, 173, 156, 445, 0, 0, 
2016-10-24, 6, 926, 221, 172, 176, 389, 0, 0, 
2016-10-24, 7, 926, 227, 168, 178, 366, 0, 0, 
2016-10-24, 8, 927, 230, 168, 235, 398, 262, 0, 
2016-10-24, 9, 925, 234, 169, 165, 664, 1735, 0, 
2016-10-24, 10, 923, 235, 168, 159, 708, 3130, 0, 
2016-10-24, 11, 922, 236, 172, 171, 582, 3585, 0, 
2016-10-24, 12, 922, 234, 173, 164, 591, 4407, 0, 
2016-10-24, 13, 921, 234, 174, 168, 608, 4405, 0, 
2016-10-24, 14, 916, 234, 175, 164, 703, 3832, 0, 
2016-10-24, 15, 906, 236, 175, 168, 758, 3428, 0, 
2016-10-24, 16, 903, 236, 174, 166, 676, 2585, 0, 
2016-10-24, 17, 905, 237, 180, 164, 790, 1759, 0, 
2016-10-24, 18, 914, 236, 179, 219, 889, 567, 0, 
2016-10-24, 19, 915, 234, 177, 275, 1076, 0, 0, 
2016-10-24, 20, 917, 234, 176, 276, 984, 0, 0, 
2016-10-24, 21, 909, 235, 175, 273, 1072, 0, 0, 
2016-10-24, 22, 913, 232, 174, 204, 943, 0, 0, 
2016-10-24, 23, 918, 226, 173, 178, 706, 0, 0, 
2016-10-24, 24, 923, 222, 174, 158, 766, 0, 0, 
2016-10-25, 1, 920, 221, 174, 145, 814, 0, 0, 
2016-10-25, 2, 914, 219, 174, 109, 1014, 0, 0, 
2016-10-25, 3, 855, 217, 174, 113, 922, 0, 0, 
2016-10-25, 4, 854, 218, 175, 112, 803, 0, 0, 
2016-10-25, 5, 853, 223, 175, 109, 761, 0, 0, 
2016-10-25, 6, 853, 224, 173, 156, 570, 0, 0, 
2016-10-25, 7, 853, 229, 175, 246, 443, 0, 0, 
2016-10-25, 8, 852, 232, 173, 283, 360, 592, 0, 
2016-10-25, 9, 849, 234, 174, 227, 276, 3332, 6, 
2016-10-25, 10, 847, 233, 172, 188, 285, 5472, 213, 
2016-10-25, 11, 846, 233, 176, 178, 278, 6543, 363, 
2016-10-25, 12, 845, 230, 180, 168, 300, 6905, 481, 
2016-10-25, 13, 844, 234, 182, 168, 307, 6944, 507, 
2016-10-25, 14, 844, 235, 182, 179, 316, 6970, 505, 
2016-10-25, 15, 844, 235, 182, 190, 317, 6847, 517, 
2016-10-25, 16, 844, 230, 182, 185, 394, 6266, 514, 
2016-10-25, 17, 844, 220, 183, 198, 350, 4333, 423, 
2016-10-25, 18, 844, 217, 180, 265, 316, 1033, 63, 
2016-10-25, 19, 846, 214, 180, 307, 280, 0, 0, 
2016-10-25, 20, 847, 213, 180, 332, 286, 0, 0, 
2016-10-25, 21, 848, 212, 179, 290, 252, 0, 0, 
2016-10-25, 22, 850, 209, 179, 275, 192, 0, 0, 
2016-10-25, 23, 851, 204, 179, 205, 139, 0, 0, 
2016-10-25, 24, 852, 203, 179, 171, 129, 0, 0, 
2016-10-26, 1, 853, 202, 176, 148, 110, 0, 0, 
2016-10-26, 2, 853, 196, 178, 148, 123, 0, 0, 
2016-10-26, 3, 854, 194, 179, 155, 106, 0, 0, 
2016-10-26, 4, 853, 195, 180, 155, 76, 0, 0, 
2016-10-26, 5, 854, 203, 179, 156, 83, 0, 0, 
2016-10-26, 6, 854, 205, 179, 160, 95, 0, 0, 
2016-10-26, 7, 853, 207, 181, 227, 100, 0, 0, 
2016-10-26, 8, 851, 214, 178, 181, 146, 599, 0, 
2016-10-26, 9, 849, 215, 177, 167, 163, 3399, 139, 
2016-10-26, 10, 848, 215, 176, 152, 95, 5323, 352, 
2016-10-26, 11, 845, 217, 178, 156, 90, 6350, 407, 
2016-10-26, 12, 843, 220, 177, 158, 108, 6746, 491, 
2016-10-26, 13, 842, 226, 177, 162, 126, 6606, 371, 
2016-10-26, 14, 841, 226, 178, 158, 107, 6815, 439, 
2016-10-26, 15, 840, 224, 179, 167, 90, 6494, 369, 
2016-10-26, 16, 840, 226, 180, 170, 77, 5703, 334, 
2016-10-26, 17, 840, 227, 179, 188, 58, 3910, 129, 
2016-10-26, 18, 842, 225, 179, 276, 120, 887, 19, 
2016-10-26, 19, 843, 223, 177, 322, 318, 0, 0, 
2016-10-26, 20, 844, 222, 179, 321, 538, 0, 0, 
2016-10-26, 21, 847, 222, 179, 276, 602, 0, 0, 
2016-10-26, 22, 848, 218, 178, 220, 571, 0, 0, 
2016-10-26, 23, 849, 211, 178, 178, 404, 0, 0, 
2016-10-26, 24, 850, 211, 178, 163, 290, 0, 0, 
2016-10-27, 1, 851, 211, 179, 159, 198, 0, 0, 
2016-10-27, 2, 851, 208, 179, 107, 165, 0, 0, 
2016-10-27, 3, 850, 207, 178, 100, 152, 0, 0, 
2016-10-27, 4, 850, 205, 179, 100, 189, 0, 0, 
2016-10-27, 5, 849, 210, 179, 105, 126, 0, 0, 
2016-10-27, 6, 850, 215, 180, 161, 145, 0, 0, 
2016-10-27, 7, 849, 216, 179, 169, 126, 0, 0, 
2016-10-27, 8, 849, 218, 177, 226, 141, 246, 0, 
2016-10-27, 9, 847, 219, 177, 163, 168, 1618, 0, 
2016-10-27, 10, 843, 222, 176, 151, 100, 2904, 0, 
2016-10-27, 11, 841, 219, 174, 168, 62, 3579, 0, 
2016-10-27, 12, 840, 221, 178, 168, 119, 4025, 0, 
2016-10-27, 13, 839, 223, 177, 174, 181, 4457, 0, 
2016-10-27, 14, 840, 225, 178, 168, 152, 3945, 0, 
2016-10-27, 15, 841, 226, 178, 176, 166, 2560, 0, 
2016-10-27, 16, 842, 226, 178, 177, 291, 1666, 0, 
2016-10-27, 17, 842, 229, 179, 180, 200, 710, 0, 
2016-10-27, 18, 843, 240, 180, 268, 133, 120, 0, 
2016-10-27, 19, 844, 241, 178, 320, 397, 0, 0, 
2016-10-27, 20, 845, 243, 180, 272, 1039, 0, 0, 
2016-10-27, 21, 845, 242, 179, 265, 1016, 0, 0, 
2016-10-27, 22, 846, 234, 179, 189, 730, 0, 0, 
2016-10-27, 23, 845, 210, 176, 165, 405, 0, 0, 
2016-10-27, 24, 845, 207, 176, 162, 263, 0, 0, 
2016-10-28, 1, 846, 205, 176, 149, 63, 0, 0, 
2016-10-28, 2, 847, 203, 172, 151, 258, 0, 0, 
2016-10-28, 3, 847, 204, 164, 151, 518, 0, 0, 
2016-10-28, 4, 847, 205, 170, 152, 851, 0, 0, 
2016-10-28, 5, 846, 207, 172, 150, 1087, 0, 0, 
2016-10-28, 6, 847, 209, 168, 158, 1577, 0, 0, 
2016-10-28, 7, 846, 212, 170, 254, 462, 0, 0, 
2016-10-28, 8, 846, 217, 171, 262, 280, 119, 0, 
2016-10-28, 9, 846, 218, 171, 186, 149, 897, 0, 
2016-10-28, 10, 844, 218, 169, 168, 204, 2151, 0, 
2016-10-28, 11, 844, 214, 170, 183, 235, 3482, 0, 
2016-10-28, 12, 843, 217, 170, 179, 372, 4677, 0, 
2016-10-28, 13, 842, 220, 171, 182, 649, 5188, 0, 
2016-10-28, 14, 841, 221, 171, 180, 984, 5303, 0, 
2016-10-28, 15, 840, 221, 173, 179, 1000, 4819, 0, 
2016-10-28, 16, 839, 221, 173, 195, 847, 4222, 11, 
2016-10-28, 17, 841, 222, 173, 242, 674, 2699, 36, 
2016-10-28, 18, 867, 221, 172, 313, 491, 570, 0, 
2016-10-28, 19, 882, 219, 171, 350, 356, 0, 0, 
2016-10-28, 20, 881, 219, 173, 337, 252, 0, 0, 
2016-10-28, 21, 891, 219, 172, 336, 261, 0, 0, 
2016-10-28, 22, 918, 218, 172, 301, 297, 0, 0, 
